crop,country,year,fs_fat_supply_quantity,fs_food_supply_kcal,fs_food_supply_quantity_g,fs_protein_supply_quantity
Abaca,World,2019,NA,NA,NA,NA
Adlay,World,2019,0.027153868,0.027736941,0.030517876,0.027883668
Adzuki bean,World,2019,0.039636727,0.040468068,0.040635983,0.040746615
Agave,World,2019,NA,NA,NA,NA
Alfalfa,World,2019,NA,NA,NA,NA
Allspice,World,2019,0.048991601,0.051690956,0.052093235,0.05210292
Almonds,World,2019,0.043204914,0.045732194,0.045798583,0.045189809
Amaranth,World,2019,0.027153868,0.027736941,0.030517876,0.027883668
Anise,World,2019,0.049729976,0.048401375,0.047869383,0.047784349
Apple,World,2019,0.045684923,0.047046916,0.045795668,0.043618969
Apricot,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Areca nuts,World,2019,0.043204914,0.045732194,0.045798583,0.045189809
Arracacha,World,2019,0.024762562,0.023632793,0.027734893,0.025747496
Arrhenatherum,World,2019,NA,NA,NA,NA
Arrowroot,World,2019,0.024762562,0.023632793,0.027734893,0.025747496
Artichokes,World,2019,0.055870664,0.057105055,0.055716958,0.056186834
Asparagus,World,2019,0.055870664,0.057105055,0.055716958,0.056186834
Atemoya,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Avocado,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Azarole,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Babaco,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Badian,World,2019,0.049729976,0.048401375,0.047869383,0.047784349
Bambara bean,World,2019,0.04269043,0.044228325,0.044421407,0.045107565
Bamboo shoot,World,2019,0.055870664,0.057105055,0.055716958,0.056186834
Bananas,World,2019,0.059505923,0.062585528,0.062388591,0.061034262
Barley,World,2019,0.028404394,0.028674426,0.028801114,0.028545361
Bay leaf,World,2019,0.049729976,0.048401375,0.047869383,0.047784349
Beech nut,World,2019,0.022996969,0.024379598,0.025594688,0.023608645
Beets,World,2019,0.055870664,0.057105055,0.055716958,0.056186834
Black gram,World,2019,0.039636727,0.040468068,0.040635983,0.040746615
Black salsify,World,2019,0.055870664,0.057105055,0.055716958,0.056186834
Blueberry,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Brazil nut,World,2019,0.043204914,0.045732194,0.045798583,0.045189809
Breadfruit,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Buckwheat,World,2019,0.027153868,0.027736941,0.030517876,0.027883668
Butter-nut,World,2019,0.043204914,0.045732194,0.045798583,0.045189809
Butternut squash,World,2019,0.055870664,0.057105055,0.055716958,0.056186834
Cabbages,World,2019,0.055870664,0.057105055,0.055716958,0.056186834
Cabbages and other brassicas,World,2019,0.055870664,0.057105055,0.055716958,0.056186834
Caesarweed,World,2019,NA,NA,NA,NA
Cainito,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Calabash,World,2019,0.055870664,0.057105055,0.055716958,0.056186834
Canary seed,World,2019,0.027153868,0.027736941,0.030517876,0.027883668
Candlenut,World,2019,0.022996969,0.024441493,0.025594688,0.023608645
Canola,World,2019,0.055870664,0.057105055,0.055716958,0.056186834
Capers,World,2019,0.055870664,0.057105055,0.055716958,0.056186834
Carambola,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Carapa,World,2019,0.022996969,0.024379598,0.025594688,0.023608645
Cardamoms,World,2019,0.049729976,0.048401375,0.047869383,0.047784349
Caroa,World,2019,NA,NA,NA,NA
Carobs,World,2019,0.055870664,0.057105055,0.055716958,0.056186834
Carrots,World,2019,0.055870664,0.057105055,0.055716958,0.056186834
Cashews,World,2019,0.043204914,0.045732194,0.045798583,0.045189809
Cassava,World,2019,0.027796023,0.025514867,0.024798239,0.023883755
Castor bean,World,2019,0.022996969,0.024379598,0.025594688,0.023608645
Ceara,World,2019,NA,NA,NA,NA
Celery,World,2019,0.055870664,0.057105055,0.055716958,0.056186834
Cherimoya,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Cherries,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Chervil,World,2019,0.055870664,0.057105055,0.055716958,0.056186834
Chestnuts,World,2019,0.043204914,0.045732194,0.045798583,0.045189809
Chickpeas,World,2019,0.042407151,0.04409218,0.044291487,0.044998203
Chicle,World,2019,NA,NA,NA,NA
Chicory,World,2019,0.055870664,0.057105055,0.055716958,0.056186834
Chillies and peppers,World,2019,0.048991601,0.051690956,0.052093235,0.05210292
Chinotto,World,2019,0.019326418,0.021461407,0.027860639,0.022544514
Chontadura,World,2019,0.022996969,0.024379598,0.025594688,0.023608645
Chufa,World,2019,0.024762562,0.023632793,0.027734893,0.025747496
Cinnamon,World,2019,0.049729976,0.048401375,0.047869383,0.047784349
Citron,World,2019,NA,0.021674176,0.027860639,0.022544514
Cloves,World,2019,0.014523649,0.004315115,0.024276682,0.008538429
Cocoa,World,2019,0.046004391,0.045713972,0.046823532,0.046903744
Coconuts,World,2019,0.042944645,0.041350142,0.03366882,0.034119973
Coffee,World,2019,NA,0.047049191,0.046672819,0.044771795
Common bean,World,2019,0.039636727,0.040468068,0.040635983,0.040746615
Coriander,World,2019,0.049729976,0.048401375,0.047869383,0.047784349
Cotton,World,2019,0.03705235,0.036892658,0.037063045,0.014935777
Cowpeas,World,2019,0.042407151,0.04409218,0.044291487,0.044998203
Cranberries,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Cress,World,2019,0.055870664,0.057105055,0.055716958,0.056186834
Cucumbers and gherkins,World,2019,0.055870664,0.057105055,0.055716958,0.056186834
Cumin,World,2019,0.049729976,0.048401375,0.047869383,0.047784349
Currants,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Cushaw,World,2019,0.055870664,0.057105055,0.055716958,0.056186834
Custard apple,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Dates,World,2019,0.010094412,0.015574337,0.014573451,0.014552493
Devil's cotton,World,2019,NA,NA,NA,NA
Dill,World,2019,0.049729976,0.048401375,0.047869383,0.047784349
Durian,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Eggplant,World,2019,0.055870664,0.057105055,0.055716958,0.056186834
Elderberry,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Ethiopian rape,World,2019,0.055870664,0.057105055,0.055716958,0.056186834
Faba beans,World,2019,0.042407151,0.04409218,0.044291487,0.044998203
Feijoa,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Fennel,World,2019,0.049729976,0.048401375,0.047869383,0.047784349
Fenugreek,World,2019,0.049729976,0.048401375,0.047869383,0.047784349
Fig leaf gourd,World,2019,0.055870664,0.057105055,0.055716958,0.056186834
Figs,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Finger millet,World,2019,0.011058696,0.011878256,0.011516409,0.012193252
Fique,World,2019,NA,NA,NA,NA
Flax,World,2019,0.022996969,0.024379598,0.025594688,0.023608645
Fonio,World,2019,0.027153868,0.027736941,0.030517876,0.027883668
Foxtail millet,World,2019,0.011058696,0.011878256,0.011516409,0.012193252
Garlic,World,2019,0.055870664,0.057105055,0.055716958,0.056186834
Giant cabuya,World,2019,NA,NA,NA,NA
Ginger,World,2019,0.049729976,0.048401375,0.047869383,0.047784349
Gooseberries,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Grapefruits,World,2019,0.030489663,0.040481433,0.047622551,0.04738572
Grapes,World,2019,0.035992455,0.037320272,0.038367277,0.034333619
Grasspea,World,2019,0.042407151,0.04409218,0.044291487,0.044998203
Groundnuts,World,2019,0.049320244,0.049610005,0.049613121,0.050162505
Guavas,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Guayule,World,2019,NA,NA,NA,NA
Hazelnuts,World,2019,0.043204914,0.045732194,0.045798583,0.045189809
Hemp,World,2019,0.022996969,0.024379598,0.025594688,0.023608645
Hops,World,2019,NA,NA,NA,NA
Horseradish,World,2019,0.055870664,0.057105055,0.055716958,0.056186834
Huckleberry,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Jack bean,World,2019,0.042407151,0.04409218,0.044291487,0.044998203
Jackfruit,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Japanese millet,World,2019,0.011058696,0.011878256,0.011516409,0.012193252
Jerusalem artichoke,World,2019,NA,0.023632793,0.027734893,0.025747496
Jicama,World,2019,0.042407151,0.04409218,0.044291487,0.044998203
Jojoba,World,2019,0.022996969,0.025264125,0.025594688,0.023608645
Jujube,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Jute,World,2019,NA,NA,NA,NA
Kaniwa,World,2019,0.027153868,0.027736941,0.030517876,0.027883668
Karite nuts,World,2019,0.022996969,0.024379598,0.025594688,0.023608645
Kenaf,World,2019,NA,NA,NA,NA
Kiwi fruit,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Kiwicha,World,2019,0.027153868,0.027736941,0.030517876,0.027883668
Kodo millet,World,2019,0.011058696,0.011878256,0.011516409,0.012193252
Kola nuts,World,2019,0.043204914,0.045732194,0.045798583,0.045189809
Kumquat,World,2019,0.019326418,0.021461407,0.027860639,0.022544514
Lablab,World,2019,0.042407151,0.04409218,0.044291487,0.044998203
Leeks and other alliaceous vegetables,World,2019,0.055870664,0.057105055,0.055716958,0.056186834
Lemons and limes,World,2019,0.04783361,0.044589915,0.043463754,0.043393358
Lentils,World,2019,0.042407151,0.04409218,0.044291487,0.044998203
Lettuce,World,2019,0.055870664,0.057105055,0.055716958,0.056186834
Lima bean,World,2019,0.039636727,0.040468068,0.040635983,0.040746615
Litchi,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Little millet,World,2019,0.011058696,0.011878256,0.011516409,0.012193252
Longan,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Loquat,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Lupins,World,2019,0.042407151,0.04409218,0.044291487,0.044998203
Maca,World,2019,0.024762562,0.023632793,0.027734893,0.025747496
Macadamia nut,World,2019,0.043204914,0.045732194,0.045798583,0.045189809
Mahuwa,World,2019,0.022941736,NA,0.025594688,0.02374622
Maize,World,2019,0.047929936,0.046293153,0.046576088,0.043007904
Mamey sapote,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Mammee,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Mandarines,World,2019,0.051494603,0.051619596,0.050734371,0.050413451
Mango,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Mangosteen,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Marjoram,World,2019,0.055870664,0.057105055,0.055716958,0.056186834
Mashua,World,2019,0.024762562,0.023632793,0.027734893,0.025747496
Mat bean,World,2019,0.039636727,0.040468068,0.040635983,0.040746615
Mate,World,2019,NA,0.036858659,0.042142763,0.041585037
Mauka,World,2019,0.024762562,0.023632793,0.027734893,0.025747496
Medlar,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Melons,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Mombin,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Mulberry,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Mung bean,World,2019,0.039636727,0.040468068,0.040635983,0.040746615
Myrtle,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Naranjilla,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
New Zealand flax,World,2019,NA,NA,NA,NA
New Zealand Spinach,World,2019,0.055870664,0.057105055,0.055716958,0.056186834
Noog,World,2019,0.022996969,0.024379598,0.025594688,0.023608645
Nutmeg,World,2019,0.049729976,0.048401375,0.047869383,0.047784349
Oats,World,2019,0.032232883,0.032626551,0.032189276,0.032800928
Oca,World,2019,0.024762562,0.023632793,0.027734893,0.025747496
Oil palm,World,2019,0.053409689,0.053423763,0.053175406,0.025289287
Oiticica,World,2019,0.022996969,0.024379598,0.025594688,0.023608645
Okra,World,2019,0.055870664,0.057105055,0.055716958,0.056186834
Olives,World,2019,0.021522795,0.021324349,0.025213617,0.024842751
Onions,World,2019,0.059913314,0.061590254,0.061380897,0.060503891
Orache,World,2019,0.055870664,0.057105055,0.055716958,0.056186834
Oranges,World,2019,0.051494603,0.051619596,0.050734371,0.050413451
Papayas,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Parsley,World,2019,0.055870664,0.057105055,0.055716958,0.056186834
Parsnip,World,2019,0.055870664,0.057105055,0.055716958,0.056186834
Passionfruit,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Pawpaw,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Peaches and nectarines,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Pearl millet,World,2019,0.011058696,0.011878256,0.011516409,0.012193252
Pears,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Peas,World,2019,0.055081984,0.05600416,0.056332376,0.056165997
Pecan,World,2019,0.043204914,0.045732194,0.045798583,0.045189809
Pepper,World,2019,0.039299234,0.039590733,0.05219724,0.051421636
Peppermint,World,2019,NA,NA,NA,NA
Perilla,World,2019,0.022996969,0.024441493,0.025594688,0.023608645
Persimmons,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Physic nut,World,2019,0.024265415,0.025264125,0.02630437,0.023759586
Pigeonpeas,World,2019,0.042407151,0.04409218,0.044291487,0.044998203
Pili nut,World,2019,0.043204914,0.045732194,0.045798583,0.045189809
Pine nut,World,2019,0.043204914,0.045732194,0.045798583,0.045189809
Pineapples,World,2019,0.04797338,0.052635865,0.050591076,0.053750468
Pistachios,World,2019,0.043204914,0.045732194,0.045798583,0.045189809
Plantains,World,2019,0.023615485,0.022032437,0.022053849,0.023386042
Plums,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Pomegranate,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Pongamia oil,World,2019,0.022996969,0.024379598,0.025594688,0.023608645
Poppies,World,2019,0.022996969,0.024379598,0.025594688,0.023608645
Potatoes,World,2019,0.05160151,0.052512564,0.051910977,0.051256276
Prickly pear,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Proso millet,World,2019,0.011058696,0.011878256,0.011516409,0.012193252
Pumpkin,World,2019,0.055870664,0.057105055,0.055716958,0.056186834
Purging croton,World,2019,0.022996969,0.024379598,0.025594688,0.023608645
Quinces,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Quinoa,World,2019,0.027153868,0.027736941,0.030517876,0.027883668
Radish,World,2019,0.055870664,0.057105055,0.055716958,0.056186834
Rambutan,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Ramie,World,2019,NA,NA,NA,NA
Rapeseed and Mustards,World,2019,0.024355172,0.024378966,0.024404441,0.019520485
Raspberries,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Rhubarb,World,2019,0.055870664,0.057105055,0.055716958,0.056186834
Rice (African),World,2019,0.031814106,0.040027032,0.040015682,0.039531674
Rice (Asian),World,2019,0.031814106,0.040027032,0.040015682,0.039531674
Rice bean,World,2019,0.039636727,0.040468068,0.040635983,0.040746615
Roselle,World,2019,NA,NA,NA,NA
"Rubber, natural",World,2019,NA,NA,NA,NA
Runner bean,World,2019,0.039636727,0.040468068,0.040635983,0.040746615
Rye,World,2019,0.015024219,0.016226692,0.015769209,0.016812564
Safflower,World,2019,0.022996969,0.024379598,0.025594688,0.023608645
Saffron,World,2019,0.049729976,0.048401375,0.047869383,0.047784349
Sago palm,World,2019,0.024762562,0.023632793,0.027734893,0.025747496
Salsify,World,2019,0.055870664,0.057105055,0.055716958,0.056186834
Sapodilla,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Savory,World,2019,0.055870664,0.057105055,0.055716958,0.056186834
Service tree,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Sesame,World,2019,0.045477618,0.045692537,0.04584879,0.042248297
Shala tree,World,2019,0.022941736,NA,0.025594688,0.02374622
Sisal,World,2019,NA,NA,NA,NA
Snake plant,World,2019,NA,NA,NA,NA
Sorghum,World,2019,0.016342028,0.016263658,0.015833303,0.015919878
Sorrel,World,2019,0.055870664,0.057105055,0.055716958,0.056186834
Soursop,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Soybeans,World,2019,0.044013008,0.045234856,0.046387973,0.03291827
Spinach,World,2019,0.055870664,0.057105055,0.055716958,0.056186834
Strawberries,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Strawberry tree,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Sugar apple,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Sugar beets,World,2019,NA,NA,0.007340484,NA
Sugarcane,World,2019,0.023300328,0.02784927,0.028337164,0.02559667
Sunflowers,World,2019,0.033810665,0.033915306,0.035019084,0.029684582
Sunn hemp,World,2019,NA,NA,NA,NA
Sweetpotatoes,World,2019,0.034191308,0.034670838,0.035183109,0.03421018
Sword bean,World,2019,0.042407151,0.04409218,0.044291487,0.044998203
Tallowtree,World,2019,NA,NA,NA,NA
Tamarind,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Taro,World,2019,0.024762562,0.023632793,0.027734893,0.025747496
Tarragon,World,2019,0.055870664,0.057105055,0.055716958,0.056186834
Tea,World,2019,NA,0.036858659,0.042142763,0.041585037
Teff,World,2019,0.011058696,0.011878256,0.011516409,0.012193252
Tepary bean,World,2019,0.039636727,0.040468068,0.040635983,0.040746615
Thyme,World,2019,0.049729976,0.048401375,0.047869383,0.047784349
Tobacco,World,2019,NA,NA,NA,NA
Tomatoes,World,2019,0.048988122,0.051348599,0.050022108,0.048383276
Triticale,World,2019,0.027153868,0.027736941,0.030517876,0.027883668
Tung nuts,World,2019,0.022996969,0.024379598,0.025594688,0.023608645
Turmeric,World,2019,0.049729976,0.048401375,0.047869383,0.047784349
Turnips,World,2019,0.055870664,0.057105055,0.055716958,0.056186834
Ulluco,World,2019,0.024762562,0.023632793,0.027734893,0.025747496
Vanilla,World,2019,0.049729976,0.048401375,0.047869383,0.047784349
Velvet bean,World,2019,0.042407151,0.04409218,0.044291487,0.044998203
Velvet leaf,World,2019,NA,NA,NA,NA
Vetch,World,2019,0.042407151,0.04409218,0.044291487,0.044998203
Walnuts,World,2019,0.043204914,0.045732194,0.045798583,0.045189809
Watercress,World,2019,0.055870664,0.057105055,0.055716958,0.056186834
Watermelons,World,2019,0.057624454,0.070966197,0.06976163,0.06903753
Wheat,World,2019,0.056533878,0.056409408,0.056414767,0.055415309
Winged bean,World,2019,0.042407151,0.04409218,0.044291487,0.044998203
Yams,World,2019,0.008765135,0.009197009,0.00944265,0.009460449
"Yautia, cocoyam",World,2019,0.024762562,0.023632793,0.027734893,0.025747496
Year bean,World,2019,0.039636727,0.040468068,0.040635983,0.040746615
Zucchini,World,2019,0.055870664,0.057105055,0.055716958,0.056186834
